Rank,Change,Team,Total_Points,Previous_Points,PlusMinus,Matches,Update_Date
172,17,Tajikistan,65,116,-51,,2009-09-02
173,4,Palestine,62,57,+5,,2009-09-02
174,1,Mongolia,61,61,-,,2009-09-02
175,1,Nepal,60,60,-,,2009-09-02
176,1,Belize,57,57,-,,2009-09-02
177,2,Bahamas,53,53,-,,2009-09-02
178,1,Seychelles,52,53,-1,,2009-09-02
179,2,Turks and Caicos Islands,51,51,-,,2009-09-02
180,2,Brunei Darussalam,46,46,-,,2009-09-02
181,11,Cayman Islands,44,76,-32,,2009-09-02
182,1,Mauritius,43,45,-2,,2009-09-02
183,1,Dominican Republic,40,40,-,,2009-09-02
184,11,Samoa,38,64,-26,,2009-09-02
184,2,Guinea-Bissau,38,38,-,,2009-09-02
186,1,Guam,34,34,-,,2009-09-02
186,1,Cook Islands,34,34,-,,2009-09-02
188,1,Djibouti,33,33,-,,2009-09-02
189,1,St. Lucia,32,32,-,,2009-09-02
189,1,Tahiti,32,32,-,,2009-09-02
191,1,Afghanistan,30,30,-,,2009-09-02
191,1,British Virgin Islands,30,30,-,,2009-09-02
193,9,Tonga,28,40,-12,,2009-09-02
193,1,Macau,28,28,-,,2009-09-02
195,,Andorra,17,17,-,,2009-09-02
195,,Bhutan,17,17,-,,2009-09-02
197,,Dominica,12,12,-,,2009-09-02
198,,Aruba,11,11,-,,2009-09-02
199,,Timor-Leste,9,9,-,,2009-09-02
200,,US Virgin Islands,8,8,-,,2009-09-02
200,,Comoros,8,8,-,,2009-09-02
202,,Central African Republic,4,4,-,,2009-09-02
203,,Papua New Guinea,0,0,-,,2009-09-02
203,,Anguilla,0,0,-,,2009-09-02
203,,San Marino,0,0,-,,2009-09-02
203,,Montserrat,0,0,-,,2009-09-02
203,,American Samoa,0,0,-,,2009-09-02
208,,Sao Tome e Principe,0,0,-,,2009-09-02
