Rank,Change,Team,Total_Points,Previous_Points,PlusMinus,Matches,Update_Date
122,11,St. Vincent / Grenadines,263,238,+25, ,2013-09-12
122,4,Malawi,263,283,-20, ,2013-09-12
124,2,Burundi,256,251,+5, ,2013-09-12
125,,Turkmenistan,254,254,-, ,2013-09-12
126,14,Luxembourg,247,210,+37, ,2013-09-12
127,4,Namibia,239,240,-1, ,2013-09-12
127,1,Tanzania,239,249,-10, ,2013-09-12
129,6,Moldova,237,256,-19, ,2013-09-12
130,3,Guyana,234,250,-16, ,2013-09-12
131,,Rwanda,233,240,-7, ,2013-09-12
132,7,Afghanistan,227,214,+13, ,2013-09-12
132,17,Kazakhstan,227,172,+55, ,2013-09-12
134,11,Cyprus,225,256,-31, ,2013-09-12
135,35,Suriname,223,344,-121, ,2013-09-12
136,27,Gambia,222,124,+98, ,2013-09-12
137,1,St. Kitts and Nevis,212,218,-6, ,2013-09-12
138,4,St. Lucia,210,207,+3, ,2013-09-12
139,2,Thailand,206,223,-17, ,2013-09-12
140,5,Sudan,204,228,-24, ,2013-09-12
141,,Philippines,200,208,-8, ,2013-09-12
142,8,Malta,199,236,-37, ,2013-09-12
143,4,Syria,192,174,+18, ,2013-09-12
144,9,Kyrgyz Republic,186,228,-42, ,2013-09-12
145,2,Belize,184,205,-21, ,2013-09-12
146,8,Tahiti,182,147,+35, ,2013-09-12
147,13,Lesotho,176,135,+41, ,2013-09-12
148,4,Hong Kong,174,180,-6, ,2013-09-12
149,1,Palestine,172,168,+4, ,2013-09-12
150,1,Mauritania,168,159,+9, ,2013-09-12
151,5,Barbados,157,175,-18, ,2013-09-12
152,1,Maldives,146,150,-4, ,2013-09-12
153,3,Vietnam,144,139,+5, ,2013-09-12
153,5,Nicaragua,144,138,+6, ,2013-09-12
155,10,India,143,177,-34, ,2013-09-12
156,8,Liechtenstein,142,173,-31, ,2013-09-12
157,1,Bermuda,139,139,-, ,2013-09-12
158,2,Chad,138,135,+3, ,2013-09-12
159,4,Singapore,131,142,-11, ,2013-09-12
160,30,Puerto Rico,129,241,-112, ,2013-09-12
161,1,Malaysia,128,133,-5, ,2013-09-12
162,3,Myanmar,124,120,+4, ,2013-09-12
163,2,Sao Tome e Principe,120,120,-, ,2013-09-12
163,7,Nepal,120,95,+25, ,2013-09-12
165,2,Aruba,114,114,-, ,2013-09-12
166,8,Bangladesh,113,138,-25, ,2013-09-12
167,4,Dominica,112,124,-12, ,2013-09-12
168,2,Sri Lanka,108,95,+13, ,2013-09-12
169,17,Solomon Islands,105,152,-47, ,2013-09-12
170,3,Pakistan,102,114,-12, ,2013-09-12
170,1,Indonesia,102,99,+3, ,2013-09-12
172,,Laos,84,84,-, ,2013-09-12
173,,Yemen,80,83,-3, ,2013-09-12
174,7,Curacao,72,61,+11, ,2013-09-12
175,1,Chinese Taipei,70,75,-5, ,2013-09-12
175,2,Guam,70,71,-1, ,2013-09-12
177,11,Samoa,62,46,+16, ,2013-09-12
177,3,Mauritius,62,82,-20, ,2013-09-12
179,6,Madagascar,57,50,+7, ,2013-09-12
180,2,Guinea-Bissau,56,58,-2, ,2013-09-12
181,3,Vanuatu,53,67,-14, ,2013-09-12
182,7,Faroe Islands,52,81,-29, ,2013-09-12
182,1,Brunei Darussalam,52,52,-, ,2013-09-12
182,1,Timor-Leste,52,52,-, ,2013-09-12
185,2,Mongolia,49,49,-, ,2013-09-12
186,6,Swaziland,48,62,-14, ,2013-09-12
187,2,Fiji,47,50,-3, ,2013-09-12
188,6,American Samoa,43,30,+13, ,2013-09-12
188,1,Tonga,43,43,-, ,2013-09-12
190,,US Virgin Islands,42,42,-, ,2013-09-12
191,,Bahamas,40,40,-, ,2013-09-12
192,,Cayman Islands,36,33,+3, ,2013-09-12
193,1,Comoros,33,33,-, ,2013-09-12
193,14,Montserrat,33,66,-33, ,2013-09-12
195,,Eritrea,24,24,-, ,2013-09-12
196,1,Seychelles,23,24,-1, ,2013-09-12
197,1,British Virgin Islands,21,21,-, ,2013-09-12
197,,Papua New Guinea,21,23,-2, ,2013-09-12
199,,Cambodia,20,20,-, ,2013-09-12
200,5,Andorra,16,8,+8, ,2013-09-12
201,1,Somalia,14,14,-, ,2013-09-12
202,1,Macau,13,13,-, ,2013-09-12
203,1,Djibouti,11,11,-, ,2013-09-12
203,1,Cook Islands,11,9,+2, ,2013-09-12
205,,South Sudan,10,10,-, ,2013-09-12
206,,Anguilla,2,2,-, ,2013-09-12
207, ,Bhutan,0,0,-, ,2013-09-12
207, ,San Marino,0,0,-, ,2013-09-12
207, ,Turks and Caicos Islands,0,0,-, ,2013-09-12
