Rank,Change,Team,Total_Points,Previous_Points,PlusMinus,Matches,Update_Date
110,2,Jordan,305,299,+6,,2017-09-14
111,4,Suriname,303,305,-2,,2017-09-14
112,8,Oman,292,259,+33,,2017-09-14
113,10,New Zealand,289,258,+31,,2017-09-14
114,11,St. Kitts and Nevis,286,255,+31,,2017-09-14
115,10,Lebanon,280,255,+25,,2017-09-14
116,10,Malawi,278,306,-28,,2017-09-14
117,2,Antigua and Barbuda,276,276,-,,2017-09-14
118,1,Rwanda,273,260,+13,,2017-09-14
118,6,Bahrain,273,257,+16,,2017-09-14
120,21,Lithuania,266,333,-67,,2017-09-14
121,8,Togo,263,289,-26,,2017-09-14
122,6,Kyrgyz Republic,260,248,+12,,2017-09-14
123,4,Philippines,259,249,+10,,2017-09-14
124,14,Korea DPR,258,293,-35,,2017-09-14
125,5,Tanzania,256,259,-3,,2017-09-14
126,21,Kazakhstan,254,308,-54,,2017-09-14
127,9,Central African Republic,251,271,-20,,2017-09-14
128,18,Yemen,247,192,+55,,2017-09-14
129,3,Burundi,245,235,+10,,2017-09-14
130,4,Vietnam,241,231,+10,,2017-09-14
131,31,Guatemala,235,331,-96,,2017-09-14
132,4,Namibia,233,223,+10,,2017-09-14
133,,Liberia,230,232,-2,,2017-09-14
134,18,Sudan,228,179,+49,,2017-09-14
135,19,Equatorial Guinea,224,272,-48,,2017-09-14
136,5,Turkmenistan,221,200,+21,,2017-09-14
137,1,Angola,219,220,-1,,2017-09-14
137,7,Thailand,219,243,-24,,2017-09-14
139,,Swaziland,217,217,-,,2017-09-14
140,11,Tajikistan,213,180,+33,,2017-09-14
141,2,Comoros,204,197,+7,,2017-09-14
142,3,New Caledonia,196,196,-,,2017-09-14
143,,Lesotho,193,197,-4,,2017-09-14
144,15,Andorra,191,246,-55,,2017-09-14
144,24,Ethiopia,191,259,-68,,2017-09-14
146,6,Botswana,190,201,-11,,2017-09-14
147,1,Hong Kong,188,192,-4,,2017-09-14
148,17,Latvia,182,242,-60,,2017-09-14
149,1,Tahiti,181,181,-,,2017-09-14
150,2,South Sudan,177,185,-8,,2017-09-14
151,3,Chinese Taipei,175,185,-10,,2017-09-14
152,5,Myanmar,172,157,+15,,2017-09-14
153,,Chad,168,168,-,,2017-09-14
154,12,Maldives,156,199,-43,,2017-09-14
155,,Solomon Islands,153,162,-9,,2017-09-14
156,7,Guyana,148,135,+13,,2017-09-14
156,3,Moldova,148,154,-6,,2017-09-14
158,2,Afghanistan,147,160,-13,,2017-09-14
159,3,Grenada,141,140,+1,,2017-09-14
160,1,Dominican Republic,140,144,-4,,2017-09-14
161,1,Mauritius,136,150,-14,,2017-09-14
162,9,Singapore,134,116,+18,,2017-09-14
163,9,Puerto Rico,132,167,-35,,2017-09-14
164,6,Gambia,131,156,-25,,2017-09-14
165,1,Papua New Guinea,130,130,-,,2017-09-14
166,5,Laos,126,116,+10,,2017-09-14
166,,Malaysia,126,119,+7,,2017-09-14
168,2,Belize,118,119,-1,,2017-09-14
169,6,Indonesia,116,110,+6,,2017-09-14
170,2,Barbados,115,118,-3,,2017-09-14
171,6,Dominica,111,107,+4,,2017-09-14
172,4,Cambodia,110,109,+1,,2017-09-14
173,4,St. Vincent / Grenadines,107,117,-10,,2017-09-14
174,9,Bhutan,102,123,-21,,2017-09-14
175,6,Nepal,101,117,-16,,2017-09-14
176,2,Sao Tome e Principe,98,98,-,,2017-09-14
177,4,Fiji,95,87,+8,,2017-09-14
178,1,St. Lucia,94,95,-1,,2017-09-14
179,6,Aruba,92,113,-21,,2017-09-14
180,2,Cuba,88,80,+8,,2017-09-14
181,7,Kuwait,75,111,-36,,2017-09-14
182,1,Macau,72,79,-7,,2017-09-14
182,2,Bermuda,72,72,-,,2017-09-14
184,4,Kosovo,67,90,-23,,2017-09-14
185,7,Djibouti,64,53,+11,,2017-09-14
186,2,Brunei Darussalam,62,62,-,,2017-09-14
187,3,Liechtenstein,56,56,-,,2017-09-14
188,7,Vanuatu,51,51,-,,2017-09-14
189,4,Guam,50,69,-19,,2017-09-14
190,4,Seychelles,48,52,-4,,2017-09-14
191,1,Malta,44,56,-12,,2017-09-14
192,4,Timor-Leste,40,42,-2,,2017-09-14
193,7,American Samoa,38,64,-26,,2017-09-14
193,7,Cook Islands,38,64,-26,,2017-09-14
193,1,Samoa,38,53,-15,,2017-09-14
196,7,Bangladesh,35,60,-25,,2017-09-14
197,1,Mongolia,30,30,-,,2017-09-14
198,1,Sri Lanka,29,34,-5,,2017-09-14
199,,US Virgin Islands,26,26,-,,2017-09-14
200,,Pakistan,20,24,-4,,2017-09-14
200,1,Montserrat,20,20,-,,2017-09-14
202,,Turks and Caicos Islands,13,13,-,,2017-09-14
202,,Cayman Islands,13,13,-,,2017-09-14
204,,San Marino,10,12,-2,,2017-09-14
205,,British Virgin Islands,6,6,-,,2017-09-14
206,,Anguilla,0,0,-,,2017-09-14
206,,Bahamas,0,0,-,,2017-09-14
206,,Eritrea,0,0,-,,2017-09-14
206,,Gibraltar,0,0,-,,2017-09-14
206,,Somalia,0,0,-,,2017-09-14
206,,Tonga,0,0,-,,2017-09-14
