Rank,Change,Team,Total_Points,Previous_Points,PlusMinus,Matches,Update_Date
131,1,Lesotho,354,361,-7,,2004-09-01
132,1,Madagascar,353,360,-7,,2004-09-01
133,,Cape Verde Islands,348,348,-,,2004-09-01
134,,Fiji,347,346,+1,,2004-09-01
135,,Yemen,344,345,-1,,2004-09-01
136,,Tajikistan,343,343,-,,2004-09-01
137,,Faroe Islands,341,337,+4,,2004-09-01
138,4,India,335,313,+22,,2004-09-01
139,1,Grenada,326,329,-3,,2004-09-01
140,1,Vanuatu,324,324,-,,2004-09-01
141,2,Ethiopia,318,324,-6,,2004-09-01
142,1,Maldives,314,315,-1,,2004-09-01
143,1,Sri Lanka,311,312,-1,,2004-09-01
144,1,Hong Kong,306,306,-,,2004-09-01
145,1,Kazakhstan,304,309,-5,,2004-09-01
146,1,Suriname,291,292,-1,,2004-09-01
147,1,Gambia,290,297,-7,,2004-09-01
148,1,Andorra,284,285,-1,,2004-09-01
149,1,Myanmar,283,288,-5,,2004-09-01
150,,St. Vincent and the Grenadines,274,272,+2,,2004-09-01
151,,Namibia,274,281,-7,,2004-09-01
152,2,Liechtenstein,267,268,-1,,2004-09-01
153,,Sierra Leone,264,270,-6,,2004-09-01
154,1,Burundi,264,271,-7,,2004-09-01
155,1,Kyrgyz Republic,263,263,-,,2004-09-01
156,,Chinese Taipei,263,266,-3,,2004-09-01
157,,Luxembourg,253,251,+2,,2004-09-01
158,,Bangladesh,243,248,-5,,2004-09-01
159,1,Nicaragua,238,238,-,,2004-09-01
160,1,Chad,235,240,-5,,2004-09-01
161,1,Bermuda,235,234,+1,,2004-09-01
162,1,Antigua and Barbuda,230,230,-,,2004-09-01
163,1,Papua New Guinea,228,228,-,,2004-09-01
164,1,Eritrea,228,233,-5,,2004-09-01
165,,Dominica,215,215,-,,2004-09-01
166,1,Equatorial Guinea,210,214,-4,,2004-09-01
167,,Tanzania,208,212,-4,,2004-09-01
168,2,San Marino,206,213,-7,,2004-09-01
169,,Dominican Republic,205,208,-3,,2004-09-01
170,2,Laos,196,196,-,,2004-09-01
171,1,Seychelles,195,199,-4,,2004-09-01
172,1,Niger,194,198,-4,,2004-09-01
173,,Mauritania,191,194,-3,,2004-09-01
174,,Nepal,189,193,-4,,2004-09-01
175,,Pakistan,186,189,-3,,2004-09-01
176,,Samoa,175,177,-2,,2004-09-01
177,,Central African Republic,166,170,-4,,2004-09-01
178,,British Virgin Islands,165,167,-2,,2004-09-01
179,,Belize,157,159,-2,,2004-09-01
180,,Guyana,151,152,-1,,2004-09-01
181,,Tonga,142,143,-1,,2004-09-01
182,,Cayman Islands,137,139,-2,,2004-09-01
183,1,Mongolia,131,133,-2,,2004-09-01
184,,Cambodia,131,134,-3,,2004-09-01
185,,New Caledonia,119,119,-,,2004-09-01
186,,Guinea-Bissau,111,112,-1,,2004-09-01
187,,Macau,108,111,-3,,2004-09-01
188,,Bhutan,105,106,-1,,2004-09-01
189,,Cook Islands,98,100,-2,,2004-09-01
190,,Bahamas,96,97,-1,,2004-09-01
191,1,Philippines,95,97,-2,,2004-09-01
192,,Somalia,94,94,-,,2004-09-01
193,,Sao Tome e Principe,89,90,-1,,2004-09-01
194,,Brunei Darussalam,71,73,-2,,2004-09-01
195,,Aruba,69,70,-1,,2004-09-01
196,,Anguilla,66,66,-,,2004-09-01
197,,Afghanistan,62,62,-,,2004-09-01
198,,Djibouti,48,49,-1,,2004-09-01
199,,US Virgin Islands,46,46,-,,2004-09-01
200,,Puerto Rico,34,35,-1,,2004-09-01
201,,Turks and Caicos Islands,27,26,+1,,2004-09-01
202,,American Samoa,19,19,-,,2004-09-01
203,,Guam,17,17,-,,2004-09-01
204,,Montserrat,6,6,-,,2004-09-01
205,,Montserrat,6,6,-,,2004-09-01
