Rank,Change,Team,Total_Points,Previous_Points,PlusMinus,Matches,Update_Date
164,,British Virgin Islands,202,202,-,,2001-09-19
165,,Kyrgyz Republic,198,197,+1,,2001-09-19
166,,Laos,194,194,-,,2001-09-19
167,,Belize,187,187,-,,2001-09-19
168,1,Vanuatu,182,182,-,,2001-09-19
169,1,Eritrea,181,184,-3,,2001-09-19
170,,Chinese Taipei,180,181,-1,,2001-09-19
171,,Cambodia,179,179,-,,2001-09-19
172,,Mauritania,161,167,-6,,2001-09-19
173,,Chad,159,162,-3,,2001-09-19
174,,Samoa,158,158,-,,2001-09-19
175,,Tonga,151,151,-,,2001-09-19
176,,Cook Islands,149,150,-1,,2001-09-19
177,1,Guyana,143,142,+1,,2001-09-19
178,1,Philippines,143,143,-,,2001-09-19
179,,Central African Republic,117,119,-2,,2001-09-19
180,,Macau,114,114,-,,2001-09-19
181,1,Bahamas,108,110,-2,,2001-09-19
182,1,Guinea-Bissau,108,111,-3,,2001-09-19
183,1,Pakistan,107,106,+1,,2001-09-19
184,1,Sao Tome e Principe,106,108,-2,,2001-09-19
185,,Aruba,101,101,-,,2001-09-19
186,,Mongolia,94,94,-,,2001-09-19
187,1,Nicaragua,89,89,-,,2001-09-19
188,1,Niger,87,91,-4,,2001-09-19
189,,Brunei Darussalam,86,86,-,,2001-09-19
190,,Equatorial Guinea,83,85,-2,,2001-09-19
191,,Seychelles,75,77,-2,,2001-09-19
192,,Djibouti,73,75,-2,,2001-09-19
193,,Anguilla,65,65,-,,2001-09-19
194,,Papua New Guinea,58,59,-1,,2001-09-19
195,,Puerto Rico,55,55,-,,2001-09-19
196,,Somalia,53,54,-1,,2001-09-19
197,,US Virgin Islands,48,48,-,,2001-09-19
198,,Guam,27,27,-,,2001-09-19
199,,Turks and Caicos Islands,21,21,-,,2001-09-19
200,,American Samoa,16,16,-,,2001-09-19
201,,Bhutan,14,14,-,,2001-09-19
202,,Montserrat,10,10,-,,2001-09-19
203,,San Marino,10,10,-,,2001-09-19
