Q_WR,Q_GR,F_Rank,F_Point,F_Rd,F_Pd,Avg_Apps,Avg_Age,Avg_Famous,FS_0,FS_1,FS_2,FS_3,FS_4,FS_5,FS_6,FS_7,FS_8,FS_9,FS_10,FS_11,FS_12,FS_13,Result,home_rate
0.020000000000000018,0.38376010781671077,-10.66,129.26999999999998,7.34,-171.73000000000002,0.19231000000000004,-0.5399999999999991,3,5.189999999999998,4.88000000000001,4.850000000000001,6.769999999999996,6.810000000000002,-0.03999999999999915,3.1099999999999994,-3.730000000000004,3.6599999999999966,0.12000000000000455,3.2299999999999898,0.7900000000000027,4.030000000000001,3.0700000000000003,1,0.5
0.0,1.9935400516795865,-2.34,24.039999999999964,14.24,-443.03999999999996,-0.30769,-0.7699999999999996,9,4.039999999999992,4.959999999999994,3.500000000000007,6.300000000000011,5.27000000000001,5.310000000000002,2.6599999999999966,-1.809999999999988,0.5,3.730000000000004,-0.3100000000000023,0.6900000000000013,3.1499999999999915,0.5900000000000034,1,1.0
-0.24999999999999994,-2.4846153846153847,-4.0,28.840000000000146,19.75,-342.33,-0.72,-2.3800000000000026,-1,-0.7000000000000028,4.32,1.5,1.740000000000002,-0.9200000000000017,3.509999999999998,2.2099999999999937,4.229999999999997,-4.079999999999991,-4.330000000000005,-0.0799999999999983,-5.599999999999998,5.689999999999998,8.54,-1,0.0
-0.010000000000000009,-1.4159891598915992,33.33,-145.83999999999992,-18.0,204.15999999999985,-0.23077,1.0800000000000018,-2,-6.480000000000004,0.44000000000000483,1.3999999999999986,-2.3200000000000003,-7.079999999999991,4.480000000000004,0.28000000000000114,-0.9199999999999875,-6.560000000000002,-2.279999999999994,1.4000000000000057,-8.12,0.6799999999999997,-1.1099999999999994,-1,0.0
-0.09999999999999998,-0.2206521739130436,-41.0,200.09000000000015,-6.58,-221.24,0.38461000000000006,0.6999999999999993,4,3.930000000000007,4.840000000000003,3.5300000000000082,6.280000000000008,5.039999999999992,8.64,-0.030000000000001137,3.6799999999999926,1.4300000000000068,7.1299999999999955,1.2999999999999972,-1.08,6.750000000000007,8.61,1,1.0
0.26000000000000006,2.3837667454688733,-44.33,230.53999999999996,-9.16,-305.63,0.5,1.9599999999999973,11,9.720000000000013,7.679999999999993,5.759999999999998,12.839999999999996,12.56000000000001,4.359999999999999,-1.2800000000000011,5.599999999999994,3.1599999999999966,12.32,-2.1599999999999966,3.539999999999999,8.600000000000009,2.3700000000000045,1,1.0
0.15000000000000002,1.5546772068511199,-28.659999999999997,254.91999999999985,16.67,-438.16,0.038459999999999994,1.0799999999999983,9,6.140000000000001,5.490000000000009,7.169999999999995,6.740000000000009,7.219999999999999,8.189999999999998,11.190000000000005,7.769999999999996,-2.700000000000003,2.9399999999999977,11.009999999999991,0.08999999999999986,6.030000000000001,5.369999999999997,1,1.0
-0.10999999999999999,-2.0840042941492216,-13.659999999999998,99.77999999999997,35.17,-635.47,0.15385000000000004,-0.9599999999999973,10,10.319999999999993,7.6399999999999935,6.030000000000001,11.140000000000008,13.11,5.980000000000004,-0.5799999999999983,1.9000000000000057,6.1499999999999915,11.46,7.170000000000002,4.3100000000000005,8.68,-1.3800000000000026,-1,0.0
0.32,2.3252551020408165,-37.0,209.1300000000001,-22.0,-63.120000000000005,-0.19230000000000003,-1.8500000000000014,14,13.329999999999998,13.619999999999997,12.340000000000003,16.08,14.490000000000002,17.42,6.319999999999993,4.460000000000008,-4.900000000000006,11.559999999999995,4.1499999999999915,4.9300000000000015,13.129999999999995,3.8599999999999994,1,1.0
0.15000000000000002,0.43996710526315796,-65.33,429.03999999999996,32.25,-525.2900000000001,0.92308,0.8000000000000007,5,11.120000000000005,11.32,9.719999999999999,12.199999999999996,12.519999999999996,15.32,3.719999999999999,4.3999999999999915,1.8399999999999892,12.159999999999997,6.040000000000006,2.1400000000000006,11.580000000000005,6.219999999999999,1,1.0
0.06,2.333333333333333,-55.67,289.64999999999986,8.58,-647.77,0.26922999999999997,0.389999999999997,9,12.72999999999999,11.21,11.080000000000005,16.410000000000004,15.200000000000003,9.5,9.769999999999996,6.900000000000006,1.2900000000000063,14.010000000000005,5.019999999999996,2.650000000000002,11.459999999999994,4.480000000000004,-1,0.0
0.14,-0.14039955604883492,-36.33,277.0999999999999,2.34,-201.56000000000006,0.26923,-0.5399999999999991,7,12.509999999999991,13.430000000000007,12.340000000000003,14.550000000000004,15.280000000000001,5.899999999999999,2.1999999999999886,-0.5400000000000063,7.589999999999989,10.88000000000001,5.459999999999994,-0.1999999999999993,14.580000000000005,7.520000000000003,1,1.0
